0.1035, -0.0067
0.1125, -0.0048
0.1219, -0.0035
0.1321, -0.0016
0.1432, 0.0006
0.1552, 0.0020
0.1682, 0.0039
0.1823, 0.0056
0.1975, 0.0076
0.2141, 0.0092
0.2320, 0.0113
0.2514, 0.0131
0.2725, 0.0152
0.2953, 0.0172
0.3201, 0.0194
0.3469, 0.0214
0.3759, 0.0238
0.4074, 0.0260
0.4415, 0.0285
0.4785, 0.0310
0.5186, 0.0339
0.5600, 0.0367
0.6025, 0.0397
0.6435, 0.0427
0.6822, 0.0458
0.7207, 0.0490
0.7558, 0.0523
0.7868, 0.0557
0.8131, 0.0589
0.8403, 0.0625
0.8564, 0.0657
0.8716, 0.0691
0.8870, 0.0729
0.9008, 0.0767
0.9140, 0.0800
0.9282, 0.0831
0.9446, 0.0861
0.9942, 0.0902
1.0503, 0.0881
1.0736, 0.0842
1.0966, 0.0805
1.1136, 0.0770
1.1300, 0.0736
1.1424, 0.0708
1.1635, 0.0674
1.1937, 0.0637
1.2336, 0.0601
1.2749, 0.0569
1.3224, 0.0537
1.3766, 0.0506
1.4384, 0.0473
1.4907, 0.0442
1.5633, 0.0413
1.6174, 0.0383
1.7264, 0.0366
1.8784, 0.0335
2.0358, 0.0309
2.2063, 0.0283
2.3911, 0.0261
2.5914, 0.0242
2.8291, 0.0225
3.0661, 0.0209
3.3229, 0.0192
3.6013, 0.0176
3.9029, 0.0161
4.2298, 0.0148
4.5842, 0.0132
4.9682, 0.0116
5.3843, 0.0101
5.8353, 0.0079
6.3241, 0.0056
6.8539, 0.0041
7.4280, 0.0023
7.9333, -0.0002
8.3500, -0.0034
8.7885, -0.0063
9.2501, -0.0094
9.4553, -0.0126
9.6651, -0.0160
9.8614, -0.0190
